ds,Open,High,Low,y,Volume,Dividends,Stock Splits
2024-11-06,222.1211369530596,225.5735453041769,220.7042571772517,222.2308959960937,54561100,0.0,0.0
2024-11-07,224.13670611072257,227.37956894750107,224.0768403097807,226.98043823242188,42137700,0.0,0.0
2024-11-08,226.92049995960824,228.4088689967903,226.16134014604208,226.7107391357422,38328800,0.25,0.0
2024-11-11,224.7528927426808,225.4521209161408,221.25673663335024,223.9837341308593,42005600,0.0,0.0
2024-11-12,224.30339000560164,225.34224111445195,223.11469448970428,223.9837341308593,40398300,0.0,0.0
2024-11-13,223.76397540644064,226.4010754152989,222.5153482196322,224.8727569580078,48566200,0.0,0.0
2024-11-14,224.77287777547028,228.61864039722624,224.7528954725484,227.9693603515625,44923900,0.0,0.0
2024-11-15,226.15134020310103,226.6707733581308,224.023689933323,224.7528839111328,47923700,0.0,0.0
2024-11-18,225.00261496304853,229.4876892234719,224.9227009955052,227.7695770263672,44686000,0.0,0.0
2024-11-19,226.7307063420897,229.9072217123872,226.4110657200773,228.02928161621097,36211800,0.0,0.0
2024-11-20,227.80951934283004,229.67746064503265,225.6419044821168,228.7484893798828,35169600,0.0,0.0
2024-11-21,228.6286329426038,229.907225938216,225.4621162861243,228.26902770996097,42108300,0.0,0.0
2024-11-22,227.80952873867184,230.4666110292765,227.80952873867184,229.61753845214844,38168300,0.0,0.0
2024-11-25,231.2058026888721,232.9938300911163,229.48769048234257,232.61424255371097,90152800,0.0,0.0
2024-11-26,233.07373841155265,235.31128373473047,233.07373841155265,234.8018341064453,45986200,0.0,0.0
2024-11-27,234.21249554010248,235.43115689965904,233.55321672420507,234.67198181152344,33498400,0.0,0.0
2024-11-29,234.5521145499528,237.5488197625333,233.71304074851764,237.06935119628903,28481400,0.0,0.0
2024-12-02,237.00941446483552,240.52553753151284,236.89953466637493,239.3268585205078,48137100,0.0,0.0
2024-12-03,239.54662188503684,242.4933789456965,238.6376176509325,242.3834991455078,38861000,0.0,0.0
2024-12-04,242.60325739533937,243.84190102311464,240.9850414761411,242.7431030273437,44383900,0.0,0.0
2024-12-05,243.7220401321925,244.2714238935446,241.86408229295347,242.7730712890625,40033900,0.0,0.0
2024-12-06,242.6432183998472,244.3613305629988,241.8141281502541,242.5732879638672,36870600,0.0,0.0
2024-12-09,241.56440918324205,246.96847124510987,241.48449521514056,246.47900390625,44649200,0.0,0.0
2024-12-10,246.61884065291167,247.93739821602463,245.0705399660552,247.4978790283203,36914800,0.0,0.0
2024-12-11,247.6876707672576,250.5245479203196,245.98952569372008,246.2192840576172,45205800,0.0,0.0
2024-12-12,246.61885092340057,248.46682524629017,245.4101731068781,247.68768310546875,32777500,0.0,0.0
2024-12-13,247.547825822866,249.016197294528,245.96955931284188,247.85748291015625,33155300,0.0,0.0
2024-12-16,247.7176441602849,251.1039203968556,247.3780059899919,250.7642822265625,51694800,0.0,0.0
2024-12-17,249.80533943156328,253.5512208135588,249.50566587259755,253.2015991210937,51356400,0.0,0.0
2024-12-18,251.883059276542,254.0007260278641,247.46791553993853,247.7775726318359,56774100,0.0,0.0
2024-12-19,247.2281772707384,251.72323503929724,246.8186239048489,249.51565551757807,60882300,0.0,0.0
2024-12-20,247.76758181309805,254.71994465608725,245.4201718605057,254.21051025390625,147495300,0.0,0.0
2024-12-23,254.49020366493687,255.3692268422543,253.171646035914,254.9896545410156,40858800,0.0,0.0
2024-12-24,255.2094124344067,257.92641115938613,255.0096198916901,257.9164428710937,23234700,0.0,0.0
2024-12-26,257.90642916266114,259.81433504408284,257.3470466563245,258.7355041503906,27237100,0.0,0.0
